    E, kcal/mol    D, mol/kcal         W0->W4         W0->W2         W0->W1         W0->W3         W0->P1
            7.2    1.00269e+09    7.90275e+12    2.67046e+12    5.25899e+11    6.51549e+10
           7.25    1.02981e+09    7.90276e+12    2.67035e+12    5.23126e+11    6.47279e+10
            7.3    1.05752e+09    7.90276e+12    2.67022e+12    5.20395e+11    6.43073e+10
           7.35    1.08583e+09     7.9027e+12    2.67008e+12    5.17701e+11    6.38912e+10
            7.4    1.11475e+09    7.90262e+12    2.66994e+12    5.15044e+11    6.34786e+10
           7.45    1.14427e+09    7.90261e+12    2.66982e+12    5.12425e+11    6.30705e+10
            7.5    1.17441e+09    7.90259e+12     2.6697e+12    5.09836e+11    6.26671e+10
           7.55     1.2052e+09    7.90248e+12    2.66955e+12    5.07272e+11    6.22685e+10
            7.6    1.23663e+09    7.90242e+12    2.66942e+12     5.0474e+11    6.18752e+10
           7.65     1.2687e+09    7.90238e+12     2.6693e+12    5.02237e+11    6.14856e+10
            7.7    1.30145e+09    7.90229e+12    2.66916e+12    4.99756e+11    6.10976e+10
           7.75    1.33488e+09     7.9022e+12    2.66902e+12    4.97304e+11    6.07135e+10
            7.8    1.36898e+09    7.90215e+12     2.6689e+12    4.94887e+11    6.03374e+10
           7.85    1.40378e+09    7.90209e+12    2.66877e+12     4.9251e+11    5.99723e+10
            7.9     1.4393e+09    7.90198e+12    2.66863e+12    4.90171e+11    5.96174e+10
           7.95    1.47554e+09    7.90186e+12    2.66849e+12    4.87868e+11    5.92707e+10
              8     1.5125e+09    7.90175e+12    2.66835e+12    4.85601e+11    5.89293e+10
           8.05    1.55022e+09    7.90163e+12     2.6682e+12    4.83364e+11    5.85909e+10
            8.1    1.58868e+09    7.90148e+12    2.66806e+12    4.81152e+11    5.82543e+10
           8.15    1.62791e+09    7.90136e+12    2.66792e+12    4.78966e+11    5.79203e+10
            8.2    1.66793e+09    7.90121e+12    2.66777e+12    4.76802e+11    5.75896e+10
           8.25    1.70874e+09    7.90101e+12     2.6676e+12    4.74659e+11    5.72602e+10
            8.3    1.75035e+09    7.90083e+12    2.66744e+12    4.72539e+11    5.69318e+10
           8.35    1.79277e+09    7.90068e+12     2.6673e+12    4.70444e+11    5.66036e+10
            8.4    1.83602e+09    7.90049e+12    2.66714e+12    4.68367e+11     5.6276e+10
           8.45    1.88013e+09    7.90025e+12    2.66696e+12    4.66305e+11    5.59519e+10
            8.5    1.92508e+09    7.90006e+12    2.66681e+12    4.64263e+11    5.56343e+10
           8.55    1.97089e+09    7.89986e+12    2.66665e+12    4.62236e+11    5.53231e+10
            8.6     2.0176e+09    7.89962e+12    2.66647e+12    4.60222e+11    5.50172e+10
           8.65     2.0652e+09    7.89936e+12     2.6663e+12    4.58221e+11    5.47161e+10
            8.7    2.11369e+09    7.89916e+12    2.66614e+12    4.56241e+11     5.4421e+10
           8.75     2.1631e+09    7.89894e+12    2.66598e+12    4.54278e+11    5.41317e+10
            8.8    2.21347e+09    7.89863e+12    2.66579e+12    4.52329e+11    5.38479e+10
           8.85    2.26478e+09    7.89834e+12     2.6656e+12      4.504e+11    5.35694e+10
            8.9    2.31705e+09    7.89808e+12    2.66543e+12    4.48495e+11    5.32949e+10
           8.95    2.37029e+09    7.89779e+12    2.66524e+12    4.46608e+11    5.30226e+10
              9    2.42454e+09    7.89747e+12    2.66505e+12     4.4474e+11     5.2752e+10
           9.05    2.47979e+09    7.89715e+12    2.66486e+12    4.42889e+11    5.24836e+10
            9.1    2.53606e+09    7.89682e+12    2.66466e+12     4.4106e+11    5.22175e+10
           9.15    2.59338e+09    7.89646e+12    2.66446e+12    4.39252e+11    5.19538e+10
            9.2    2.65174e+09    7.89611e+12    2.66426e+12    4.37469e+11    5.16925e+10
           9.25    2.71117e+09    7.89576e+12    2.66407e+12    4.35712e+11     5.1433e+10
            9.3    2.77168e+09    7.89539e+12    2.66386e+12    4.33978e+11    5.11742e+10
           9.35    2.83331e+09    7.89499e+12    2.66365e+12    4.32266e+11    5.09162e+10
            9.4    2.89604e+09    7.89461e+12    2.66344e+12    4.30576e+11    5.06597e+10
           9.45     2.9599e+09    7.89423e+12    2.66323e+12    4.28907e+11    5.04053e+10
            9.5    3.02491e+09    7.89382e+12    2.66302e+12    4.27254e+11    5.01537e+10
           9.55    3.09109e+09    7.89342e+12    2.66281e+12     4.2562e+11     4.9906e+10
            9.6    3.15843e+09    7.89305e+12     2.6626e+12    4.24004e+11    4.96624e+10
           9.65    3.22698e+09    7.89266e+12    2.66239e+12    4.22403e+11    4.94225e+10
            9.7    3.29675e+09    7.89225e+12    2.66218e+12    4.20817e+11    4.91858e+10
           9.75    3.36774e+09    7.89187e+12    2.66198e+12    4.19247e+11    4.89521e+10
            9.8    3.43998e+09    7.89151e+12    2.66178e+12     4.1769e+11    4.87215e+10
           9.85    3.51349e+09    7.89112e+12    2.66158e+12    4.16142e+11     4.8494e+10
            9.9    3.58829e+09    7.89072e+12    2.66137e+12    4.14603e+11    4.82688e+10
           9.95    3.66437e+09    7.89037e+12    2.66118e+12    4.13074e+11    4.80451e+10
             10    3.74178e+09    7.89002e+12    2.66099e+12    4.11553e+11    4.78222e+10
    E, kcal/mol    D, mol/kcal        W3->W5c         W3->W2         W3->W0         W3->W1         W3->P1
             -2              0            ***            ***            ***            ***            ***
          -1.95              0            ***            ***            ***            ***            ***
           -1.9              0            ***            ***            ***            ***            ***
          -1.85              0            ***            ***            ***            ***            ***
           -1.8              0            ***            ***            ***            ***            ***
          -1.75              0            ***            ***            ***            ***            ***
           -1.7              0            ***            ***            ***            ***            ***
          -1.65              0            ***            ***            ***            ***            ***
           -1.6              0            ***            ***            ***            ***            ***
          -1.55              0            ***            ***            ***            ***            ***
           -1.5              0            ***            ***            ***            ***            ***
          -1.45              0            ***            ***            ***            ***            ***
           -1.4              0            ***            ***            ***            ***            ***
          -1.35              0            ***            ***            ***            ***            ***
           -1.3              0            ***            ***            ***            ***            ***
          -1.25              0            ***            ***            ***            ***            ***
           -1.2              0            ***            ***            ***            ***            ***
          -1.15              0            ***            ***            ***            ***            ***
           -1.1              0            ***            ***            ***            ***            ***
          -1.05              0            ***            ***            ***            ***            ***
             -1              0            ***            ***            ***            ***            ***
          -0.95              0            ***            ***            ***            ***            ***
           -0.9              0            ***            ***            ***            ***            ***
          -0.85              0            ***            ***            ***            ***            ***
           -0.8              0            ***            ***            ***            ***            ***
          -0.75              0            ***            ***            ***            ***            ***
           -0.7              0            ***            ***            ***            ***            ***
          -0.65              0            ***            ***            ***            ***            ***
           -0.6              0            ***            ***            ***            ***            ***
          -0.55              0            ***            ***            ***            ***            ***
           -0.5              0            ***            ***            ***            ***            ***
          -0.45              0            ***            ***            ***            ***            ***
           -0.4              0            ***            ***            ***            ***            ***
          -0.35              0            ***            ***            ***            ***            ***
           -0.3              0            ***            ***            ***            ***            ***
          -0.25              0            ***            ***            ***            ***            ***
           -0.2              0            ***            ***            ***            ***            ***
          -0.15              0            ***            ***            ***            ***            ***
           -0.1              0            ***            ***            ***            ***            ***
          -0.05              0            ***            ***            ***            ***            ***
   -6.46322e-16              0            ***            ***            ***            ***            ***
           0.05              0            ***            ***            ***            ***            ***
            0.1              0            ***            ***            ***            ***            ***
           0.15              0            ***            ***            ***            ***            ***
            0.2              0            ***            ***            ***            ***            ***
           0.25        7745.45    7.02376e+11    6.11845e+12    7.87836e+12    5.36449e+12     7.1622e+12
            0.3        11618.2    5.65753e+11    6.70737e+12    8.71529e+12    6.07662e+12    7.21177e+12
           0.35        14490.4    5.39287e+11    8.38778e+12    1.06507e+13    7.75029e+12    8.23226e+12
            0.4        16880.8    5.36468e+11    1.07048e+13    1.32713e+13    9.98794e+12    9.63285e+12
           0.45        18967.9    5.48891e+11    1.34676e+13    1.65128e+13    1.27172e+13    1.12892e+13
            0.5        39192.9    3.02712e+11    8.91126e+12    1.08312e+13    8.51442e+12    6.99402e+12
           0.55        54677.3     2.4372e+11    8.54221e+12    1.03073e+13    8.22391e+12    6.26837e+12
            0.6        65519.4    2.26207e+11    9.30171e+12    1.11474e+13    9.02855e+12    6.41623e+12
           0.65        74524.4    2.21631e+11    1.04759e+13    1.24335e+13    1.02195e+13    6.81863e+12
            0.7        82278.1    2.22681e+11    1.19446e+13    1.41094e+13    1.17144e+13    7.37722e+12
           0.75         114086     1.7656e+11    1.06812e+13    1.25839e+13    1.05392e+13    6.27912e+12
            0.8         153953    1.42983e+11    9.70159e+12    1.13666e+13    9.61424e+12    5.42654e+12
           0.85         180351    1.33258e+11    1.00401e+13    1.17043e+13    9.97977e+12    5.35155e+12
            0.9         201936    1.30057e+11    1.07496e+13    1.24948e+13    1.07257e+13    5.48442e+12
           0.95         222588    1.28478e+11    1.15878e+13    1.34323e+13    1.16036e+13     5.6744e+12
              1         265616     1.1662e+11    1.14495e+13     1.3231e+13    1.14978e+13    5.38537e+12
           1.05         334264    9.99877e+10    1.06451e+13    1.22652e+13    1.07178e+13    4.81205e+12
            1.1         390217    9.22432e+10    1.05982e+13    1.21774e+13    1.06946e+13    4.60914e+12
           1.15         432259    8.96847e+10    1.10479e+13    1.26723e+13    1.11759e+13    4.63348e+12
            1.2         471990    8.83957e+10    1.16174e+13    1.32983e+13    1.17785e+13     4.7084e+12
           1.25         536087    8.35547e+10    1.16842e+13    1.33437e+13     1.1868e+13    4.58112e+12
            1.3         634466    7.55757e+10    1.12228e+13     1.2793e+13    1.14181e+13     4.2591e+12
           1.35         729030    7.02196e+10    1.10504e+13    1.25785e+13     1.1263e+13    4.06223e+12
            1.4         802062    6.80122e+10    1.13164e+13    1.28607e+13    1.15535e+13    4.03284e+12
           1.45         868661    6.68648e+10    1.17265e+13    1.33061e+13    1.19897e+13    4.05524e+12
            1.5         958742    6.44726e+10    1.18806e+13    1.34607e+13    1.21628e+13    3.99102e+12
           1.55    1.09051e+06    6.02525e+10    1.16385e+13    1.31704e+13    1.19307e+13    3.80227e+12
            1.6    1.23085e+06    5.66537e+10    1.14513e+13    1.29442e+13    1.17547e+13    3.64241e+12
           1.65    1.35063e+06    5.47067e+10    1.15552e+13    1.30448e+13    1.18748e+13    3.58075e+12
            1.7    1.45408e+06    5.37645e+10      1.185e+13    1.33621e+13    1.21905e+13    3.57898e+12
           1.75    1.57883e+06    5.23243e+10    1.20164e+13     1.3537e+13    1.23745e+13    3.53783e+12
            1.8    1.74774e+06    4.98963e+10    1.19207e+13    1.34157e+13    1.22886e+13    3.42239e+12
           1.85    1.93934e+06    4.74262e+10    1.17687e+13    1.32319e+13    1.21435e+13    3.29682e+12
            1.9    2.11844e+06    4.57515e+10    1.17751e+13    1.32275e+13    1.21608e+13    3.22148e+12
           1.95    2.27344e+06    4.48849e+10    1.19664e+13    1.34305e+13    1.23683e+13    3.20005e+12
              2     2.4416e+06    4.39608e+10    1.21254e+13    1.35984e+13    1.25433e+13    3.17205e+12
           2.05    2.65209e+06    4.25283e+10    1.21235e+13    1.35863e+13    1.25516e+13    3.10434e+12
            2.1    2.90178e+06    4.08015e+10    1.20115e+13    1.34497e+13    1.24443e+13    3.01142e+12
           2.15    3.14693e+06    3.94533e+10    1.19845e+13    1.34106e+13     1.2425e+13    2.94285e+12
            2.2    3.37182e+06    3.85754e+10    1.20817e+13    1.35107e+13    1.25345e+13    2.90642e+12
           2.25    3.60265e+06    3.77887e+10    1.21937e+13    1.36264e+13    1.26589e+13    2.87428e+12
            2.3    3.86719e+06    3.68193e+10      1.223e+13    1.36585e+13    1.27045e+13    2.82541e+12
           2.35    4.17241e+06    3.56749e+10    1.21855e+13    1.36013e+13    1.26658e+13    2.75996e+12
            2.4    4.48695e+06     3.4671e+10    1.21635e+13    1.35685e+13      1.265e+13    2.70224e+12
           2.45    4.79161e+06    3.39196e+10     1.2209e+13    1.36118e+13    1.27046e+13     2.6621e+12
            2.5    5.09932e+06    3.32744e+10    1.22805e+13    1.36843e+13    1.27858e+13    2.62961e+12
           2.55    5.43032e+06    3.25839e+10    1.23285e+13    1.37309e+13    1.28423e+13    2.59367e+12
            2.6    5.80743e+06     3.1733e+10    1.23088e+13    1.37023e+13    1.28281e+13    2.54512e+12
           2.65    6.20032e+06    3.09284e+10    1.22949e+13    1.36802e+13    1.28196e+13    2.49932e+12
            2.7    6.58899e+06    3.02696e+10    1.23239e+13     1.3706e+13    1.28558e+13    2.46345e+12
           2.75    6.98755e+06    2.96798e+10    1.23648e+13    1.37458e+13    1.29042e+13    2.43082e+12
            2.8    7.39859e+06    2.91397e+10     1.2412e+13    1.37924e+13    1.29589e+13    2.40013e+12
           2.85    7.85294e+06    2.85263e+10     1.2416e+13    1.37909e+13    1.29685e+13    2.36187e+12
            2.9    8.33369e+06    2.79126e+10    1.24095e+13    1.37783e+13    1.29669e+13    2.32259e+12
           2.95    8.81957e+06     2.7367e+10    1.24252e+13    1.37906e+13    1.29884e+13    2.28848e+12
              3    9.31677e+06    2.68646e+10    1.24519e+13     1.3815e+13    1.30211e+13    2.25749e+12
           3.05    9.82705e+06    2.63993e+10    1.24862e+13     1.3848e+13    1.30618e+13    2.22905e+12
            3.1      1.037e+07    2.59216e+10    1.25038e+13    1.38626e+13    1.30847e+13    2.19888e+12
           3.15    1.09485e+07    2.54327e+10    1.25043e+13    1.38585e+13    1.30897e+13    2.16698e+12
            3.2    1.15441e+07    2.49915e+10    1.25111e+13    1.38616e+13    1.31011e+13    2.13724e+12
           3.25    1.21551e+07    2.46249e+10    1.25257e+13    1.38734e+13    1.31205e+13     2.1099e+12
            3.3    1.27811e+07     2.4308e+10    1.25479e+13    1.38935e+13    1.31476e+13    2.08485e+12
           3.35    1.34224e+07    2.40201e+10    1.25769e+13    1.39215e+13    1.31818e+13    2.06183e+12
            3.4     1.4103e+07     2.3711e+10    1.25907e+13    1.39328e+13    1.31999e+13    2.03711e+12
           3.45    1.48263e+07    2.33652e+10    1.25893e+13    1.39274e+13    1.32019e+13     2.0107e+12
            3.5    1.55634e+07    2.30453e+10    1.25986e+13    1.39337e+13     1.3215e+13     1.9867e+12
           3.55    1.63218e+07    2.27431e+10    1.26118e+13    1.39446e+13    1.32321e+13    1.96395e+12
            3.6    1.70975e+07    2.24598e+10    1.26319e+13    1.39633e+13    1.32564e+13    1.94285e+12
           3.65    1.79019e+07     2.2187e+10    1.26507e+13    1.39806e+13    1.32792e+13    1.92214e+12
            3.7    1.87565e+07    2.18984e+10     1.2654e+13    1.39807e+13    1.32855e+13    1.89976e+12
           3.75     1.9631e+07    2.16283e+10    1.26639e+13    1.39881e+13    1.32987e+13    1.87911e+12
            3.8     2.0534e+07    2.13689e+10    1.26747e+13    1.39968e+13    1.33127e+13    1.85937e+12
           3.85    2.14565e+07    2.11339e+10     1.2692e+13    1.40128e+13    1.33336e+13    1.84138e+12
            3.9    2.24059e+07     2.0907e+10    1.27113e+13    1.40309e+13    1.33565e+13     1.8244e+12
           3.95    2.34166e+07    2.06537e+10    1.27141e+13    1.40308e+13    1.33619e+13    1.80569e+12
              4    2.44596e+07    2.04044e+10    1.27178e+13    1.40319e+13    1.33682e+13    1.78766e+12
           4.05    2.55217e+07    2.01747e+10    1.27292e+13    1.40416e+13    1.33827e+13    1.77124e+12
            4.1    2.66037e+07    1.99642e+10    1.27477e+13     1.4059e+13    1.34043e+13    1.75629e+12
           4.15    2.77192e+07    1.97576e+10    1.27662e+13    1.40766e+13    1.34261e+13     1.7418e+12
            4.2    2.89034e+07     1.9531e+10    1.27698e+13    1.40777e+13     1.3432e+13    1.72559e+12
           4.25    3.01396e+07    1.93004e+10    1.27674e+13    1.40724e+13    1.34317e+13    1.70886e+12
            4.3    3.13832e+07     1.9097e+10    1.27783e+13    1.40818e+13    1.34454e+13    1.69419e+12
           4.35    3.26429e+07    1.89149e+10     1.2798e+13    1.41008e+13    1.34681e+13    1.68096e+12
            4.4    3.39385e+07    1.87404e+10    1.28184e+13    1.41206e+13    1.34915e+13    1.66804e+12
           4.45    3.53152e+07    1.85478e+10    1.28231e+13    1.41233e+13    1.34985e+13    1.65331e+12
            4.5    3.67617e+07    1.83457e+10    1.28181e+13    1.41153e+13    1.34952e+13    1.63756e+12
           4.55    3.82243e+07    1.81611e+10     1.2823e+13    1.41183e+13    1.35023e+13    1.62329e+12
            4.6    3.96977e+07    1.79952e+10    1.28387e+13    1.41331e+13    1.35206e+13    1.61063e+12
           4.65    4.11974e+07    1.78404e+10    1.28593e+13    1.41534e+13    1.35442e+13    1.59885e+12
            4.7     4.2775e+07    1.76741e+10    1.28691e+13    1.41619e+13    1.35564e+13      1.586e+12
           4.75    4.44392e+07    1.74939e+10    1.28671e+13    1.41574e+13     1.3556e+13    1.57199e+12
            4.8      4.614e+07    1.73206e+10    1.28687e+13    1.41568e+13    1.35593e+13    1.55873e+12
           4.85    4.78512e+07    1.71639e+10    1.28807e+13    1.41679e+13    1.35737e+13    1.54701e+12
            4.9    4.95826e+07    1.70192e+10    1.28999e+13    1.41868e+13    1.35956e+13    1.53637e+12
           4.95    5.14031e+07    1.68635e+10    1.29084e+13    1.41939e+13    1.36062e+13    1.52466e+12
              5    5.33187e+07    1.66977e+10     1.2906e+13    1.41892e+13    1.36054e+13    1.51191e+12
           5.05    5.52689e+07    1.65422e+10    1.29083e+13    1.41897e+13    1.36094e+13    1.49996e+12
            5.1    5.72335e+07    1.64021e+10    1.29196e+13    1.42001e+13    1.36229e+13    1.48931e+12
           5.15    5.92186e+07    1.62743e+10    1.29378e+13    1.42181e+13    1.36437e+13    1.47969e+12
            5.2    6.12998e+07    1.61379e+10    1.29466e+13    1.42257e+13    1.36545e+13    1.46917e+12
           5.25    6.34839e+07    1.59923e+10    1.29456e+13    1.42227e+13    1.36549e+13    1.45771e+12
            5.3    6.57193e+07    1.58517e+10    1.29461e+13    1.42214e+13     1.3657e+13    1.44657e+12
           5.35    6.79684e+07    1.57244e+10    1.29554e+13    1.42297e+13    1.36683e+13    1.43651e+12
            5.4    7.02408e+07    1.56071e+10    1.29711e+13    1.42451e+13    1.36863e+13    1.42724e+12
           5.45    7.25976e+07    1.54895e+10    1.29818e+13     1.4255e+13     1.3699e+13    1.41748e+12
            5.5    7.50662e+07    1.53699e+10    1.29834e+13    1.42549e+13    1.37021e+13    1.40685e+12
           5.55    7.76238e+07    1.52508e+10    1.29807e+13    1.42502e+13    1.37007e+13    1.39591e+12
            5.6    8.01886e+07    1.51465e+10    1.29876e+13     1.4256e+13    1.37094e+13    1.38616e+12
           5.65    8.27809e+07    1.50502e+10    1.30002e+13    1.42681e+13     1.3724e+13     1.3772e+12
            5.7    8.54403e+07    1.49512e+10    1.30121e+13    1.42795e+13    1.37379e+13    1.36832e+12
           5.75    8.82138e+07    1.48446e+10    1.30164e+13    1.42826e+13    1.37439e+13    1.35885e+12
            5.8    9.11054e+07    1.47304e+10    1.30137e+13     1.4278e+13    1.37423e+13    1.34881e+12
           5.85    9.40196e+07    1.46254e+10    1.30178e+13     1.4281e+13     1.3748e+13    1.33968e+12
            5.9    9.69682e+07    1.45288e+10    1.30268e+13    1.42893e+13    1.37587e+13    1.33123e+12
           5.95    1.00002e+08    1.44329e+10    1.30338e+13    1.42953e+13    1.37673e+13    1.32275e+12
              6    1.03126e+08    1.43363e+10    1.30383e+13    1.42989e+13    1.37733e+13     1.3142e+12
           6.05    1.06353e+08    1.42382e+10    1.30394e+13    1.42986e+13    1.37756e+13    1.30549e+12
            6.1    1.09629e+08    1.41465e+10    1.30438e+13     1.4302e+13    1.37815e+13     1.2973e+12
           6.15    1.12965e+08    1.40579e+10    1.30502e+13    1.43075e+13    1.37894e+13    1.28948e+12
            6.2    1.16395e+08     1.3968e+10    1.30546e+13     1.4311e+13    1.37952e+13    1.28163e+12
           6.25    1.19913e+08    1.38787e+10     1.3058e+13    1.43134e+13       1.38e+13    1.27386e+12
            6.3    1.23531e+08      1.379e+10    1.30595e+13    1.43137e+13    1.38027e+13    1.26608e+12
           6.35    1.27219e+08    1.37051e+10    1.30624e+13    1.43156e+13    1.38068e+13    1.25859e+12
            6.4    1.30968e+08    1.36259e+10    1.30678e+13    1.43202e+13    1.38135e+13    1.25149e+12
           6.45    1.34809e+08    1.35505e+10    1.30723e+13    1.43239e+13    1.38194e+13    1.24445e+12
            6.5    1.38762e+08    1.34755e+10    1.30746e+13    1.43252e+13    1.38228e+13     1.2373e+12
           6.55    1.42807e+08    1.34021e+10    1.30766e+13    1.43261e+13    1.38259e+13    1.23024e+12
            6.6    1.46942e+08    1.33303e+10    1.30788e+13    1.43273e+13    1.38292e+13    1.22333e+12
           6.65    1.51141e+08    1.32604e+10    1.30835e+13    1.43312e+13    1.38351e+13    1.21674e+12
            6.7    1.55442e+08    1.31906e+10    1.30874e+13    1.43344e+13    1.38402e+13    1.21018e+12
           6.75    1.59865e+08    1.31191e+10    1.30892e+13    1.43352e+13     1.3843e+13    1.20347e+12
            6.8    1.64382e+08    1.30486e+10    1.30913e+13    1.43364e+13    1.38462e+13    1.19686e+12
           6.85     1.6899e+08    1.29803e+10    1.30942e+13    1.43384e+13    1.38501e+13     1.1904e+12
            6.9    1.73701e+08    1.29134e+10    1.30969e+13    1.43402e+13    1.38538e+13    1.18401e+12
           6.95    1.78528e+08    1.28464e+10    1.30986e+13    1.43411e+13    1.38565e+13    1.17763e+12
              7    1.83458e+08    1.27808e+10    1.31006e+13    1.43421e+13    1.38594e+13    1.17138e+12
           7.05    1.88475e+08    1.27179e+10    1.31039e+13    1.43447e+13    1.38638e+13    1.16537e+12
            7.1    1.93591e+08    1.26561e+10    1.31079e+13     1.4348e+13    1.38688e+13    1.15951e+12
           7.15     1.9885e+08    1.25923e+10    1.31096e+13    1.43489e+13    1.38714e+13    1.15354e+12
            7.2    2.04235e+08    1.25282e+10    1.31106e+13    1.43489e+13    1.38732e+13    1.14756e+12
           7.25    2.09729e+08    1.24658e+10    1.31119e+13    1.43494e+13    1.38754e+13    1.14171e+12
            7.3    2.15329e+08    1.24054e+10     1.3114e+13    1.43506e+13    1.38783e+13    1.13601e+12
           7.35    2.21028e+08     1.2347e+10    1.31172e+13    1.43531e+13    1.38825e+13    1.13049e+12
            7.4    2.26858e+08    1.22888e+10    1.31197e+13    1.43549e+13    1.38859e+13    1.12501e+12
           7.45    2.32829e+08    1.22306e+10    1.31212e+13    1.43555e+13    1.38881e+13     1.1195e+12
            7.5    2.38927e+08    1.21735e+10    1.31225e+13    1.43561e+13    1.38903e+13    1.11406e+12
           7.55    2.45145e+08     1.2118e+10    1.31242e+13     1.4357e+13    1.38929e+13    1.10872e+12
            7.6    2.51463e+08    1.20646e+10    1.31275e+13    1.43596e+13     1.3897e+13    1.10356e+12
           7.65    2.57935e+08    1.20107e+10    1.31294e+13    1.43608e+13    1.38998e+13    1.09837e+12
            7.7    2.64561e+08    1.19562e+10    1.31304e+13     1.4361e+13    1.39015e+13    1.09314e+12
           7.75    2.71322e+08    1.19027e+10    1.31313e+13    1.43611e+13    1.39031e+13    1.08796e+12
            7.8    2.78192e+08    1.18529e+10    1.31336e+13    1.43627e+13    1.39063e+13    1.08297e+12
           7.85    2.85168e+08     1.1806e+10    1.31375e+13     1.4366e+13     1.3911e+13    1.07819e+12
            7.9    2.92349e+08    1.17573e+10    1.31383e+13     1.4366e+13    1.39125e+13    1.07324e+12
           7.95    2.99683e+08    1.17083e+10    1.31387e+13    1.43657e+13    1.39137e+13    1.06835e+12
              8    3.07154e+08    1.16587e+10    1.31396e+13    1.43658e+13    1.39152e+13    1.06358e+12
           8.05    3.14729e+08    1.16108e+10    1.31424e+13     1.4368e+13    1.39188e+13    1.05902e+12
            8.1     3.2243e+08    1.15641e+10    1.31461e+13    1.43712e+13    1.39234e+13     1.0546e+12
           8.15    3.30355e+08    1.15153e+10    1.31469e+13    1.43713e+13    1.39248e+13    1.04999e+12
            8.2    3.38448e+08    1.14672e+10    1.31472e+13    1.43708e+13    1.39258e+13     1.0454e+12
           8.25    3.46704e+08      1.142e+10    1.31473e+13    1.43701e+13    1.39265e+13    1.04083e+12
            8.3    3.55083e+08    1.13746e+10    1.31489e+13    1.43711e+13    1.39288e+13    1.03644e+12
           8.35    3.63586e+08     1.1331e+10    1.31519e+13    1.43736e+13    1.39326e+13    1.03219e+12
            8.4    3.72275e+08    1.12876e+10    1.31541e+13    1.43752e+13    1.39355e+13    1.02792e+12
           8.45    3.81176e+08    1.12433e+10    1.31547e+13    1.43751e+13    1.39367e+13    1.02357e+12
            8.5    3.90271e+08    1.11989e+10    1.31545e+13    1.43742e+13    1.39371e+13    1.01919e+12
           8.55    3.99497e+08    1.11563e+10    1.31557e+13    1.43748e+13     1.3939e+13    1.01495e+12
            8.6    4.08855e+08    1.11156e+10    1.31584e+13     1.4377e+13    1.39423e+13    1.01084e+12
           8.65    4.18417e+08    1.10758e+10    1.31602e+13    1.43782e+13    1.39448e+13     1.0067e+12
            8.7    4.28216e+08     1.1036e+10    1.31602e+13    1.43775e+13    1.39453e+13    1.00244e+12
           8.75    4.38205e+08    1.09968e+10      1.316e+13    1.43767e+13    1.39457e+13    9.98209e+11
            8.8     4.4832e+08    1.09596e+10    1.31617e+13    1.43778e+13    1.39481e+13    9.94145e+11
           8.85    4.58604e+08     1.0923e+10    1.31639e+13    1.43796e+13    1.39509e+13    9.90158e+11
            8.9    4.69101e+08    1.08858e+10    1.31654e+13    1.43806e+13    1.39531e+13    9.86162e+11
           8.95    4.79844e+08    1.08475e+10    1.31656e+13    1.43801e+13    1.39538e+13    9.82102e+11
              9    4.90787e+08    1.08092e+10    1.31657e+13    1.43795e+13    1.39544e+13     9.7808e+11
           9.05    5.01889e+08     1.0772e+10    1.31669e+13    1.43802e+13    1.39562e+13    9.74179e+11
            9.1    5.13184e+08    1.07355e+10    1.31683e+13    1.43812e+13    1.39582e+13    9.70341e+11
           9.15    5.24687e+08    1.06993e+10    1.31697e+13     1.4382e+13    1.39602e+13    9.66548e+11
            9.2    5.36429e+08     1.0663e+10    1.31703e+13    1.43821e+13    1.39613e+13    9.62753e+11
           9.25    5.48409e+08    1.06267e+10    1.31703e+13    1.43816e+13    1.39619e+13    9.58971e+11
            9.3    5.60596e+08     1.0591e+10    1.31706e+13    1.43812e+13    1.39626e+13    9.55264e+11
           9.35    5.72954e+08    1.05562e+10     1.3172e+13    1.43821e+13    1.39646e+13    9.51695e+11
            9.4    5.85535e+08    1.05213e+10    1.31733e+13     1.4383e+13    1.39664e+13    9.48171e+11
           9.45    5.98362e+08    1.04863e+10    1.31741e+13    1.43833e+13    1.39678e+13    9.44658e+11
            9.5    6.11454e+08    1.04511e+10    1.31742e+13    1.43828e+13    1.39683e+13    9.41134e+11
           9.55    6.24755e+08    1.04167e+10    1.31747e+13    1.43828e+13    1.39693e+13    9.37688e+11
            9.6    6.38266e+08    1.03836e+10    1.31758e+13    1.43835e+13    1.39709e+13    9.34319e+11
           9.65    6.52054e+08    1.03509e+10     1.3176e+13    1.43832e+13    1.39717e+13    9.30931e+11
            9.7    6.66084e+08    1.03189e+10    1.31763e+13     1.4383e+13    1.39724e+13    9.27581e+11
           9.75    6.80344e+08    1.02877e+10    1.31769e+13    1.43831e+13    1.39735e+13    9.24282e+11
            9.8    6.94822e+08    1.02573e+10    1.31781e+13    1.43839e+13    1.39752e+13    9.21053e+11
           9.85    7.09568e+08    1.02266e+10     1.3179e+13    1.43843e+13    1.39766e+13    9.17823e+11
            9.9    7.24612e+08    1.01956e+10    1.31791e+13    1.43839e+13    1.39771e+13    9.14554e+11
           9.95    7.39903e+08     1.0165e+10    1.31795e+13    1.43838e+13    1.39779e+13    9.11317e+11
             10    7.55445e+08    1.01347e+10    1.31801e+13    1.43839e+13     1.3979e+13    9.08106e+11
    E, kcal/mol    D, mol/kcal         W4->W0        W4->W5t         W4->P2
